;id;type;legislative_period;session;volume_pdf;volume_protocol;session_number;date;year;speaker;title_toc;search_term;pp;homosexuality_main;political_orientation;party;position;denomination;origin_city;origin_region;constituency;profession;professional_group;comment;content
35;Protokolle_1907_11_30_01;Sitzung;XII;I;;229;62;30.11.1907;1907;Dr. jur. Otto Wiemer;"Fortsetzung der ersten Beratung der Entwuerfe
a) eines Gesetzes betreffend die Feststellung
des Reichshaushaltsetats fuer das
Rechnungsjahr 1908,
b) eines Gesetzes betreffend die Feststellung
des Haushaltsetats fuer die Schutzgebiete
auf das Rechnungsjahr 1908,
c) eines Gesetzes zur Aenderung des paragraph 2
des Gesetzes betreffend die deutsche Flotte
vom 14. Juni 1900 (Reichsgesetzblatt
Seite 255) (Nr. 477, 478, 474 der Anlagen)";"moltke-harden; eulenburg";1926–1935;0;linksliberal;Fortschrittliche Volkspartei;Abgeordneter;evangelisch;Tilsit;Provinz Ostpreussen;1 Erfurt;"Syndikus der Papierverarbeitungs-Berufsgenossenschaft; Publizist; Redakteur";Autor/Journalist;hier S. 1932f.;in faellen militaerische ehrengericht schnell gezeigt eroerterungen sexuellen verfehlungen armee widerstrebt innersten seele geschichten einzugehen notwendig parteien geaeussert unsererseits gesprochen kriegsminister ausfuehrlich ernst angelegenheit behandelt reichstag glaube dankbar erstens kriegsminister offenheit freimut gesprochen deutlicher bestimmtheit erklaert ausschreitungen verfehlungen aufs schaerfste verurteilen eisernem besen auskehr gehalten glaube dankbar tatsaechliche angaben eroerterungen atmosphaere klatsches herausgehoben bestimmten erklaerungen gut teil geredes geraunes zerstoert eroerterung geknuepft insonderheit personen fuersten eulenburg grafen moltke befriedigt erklärung kriegsministers aussprechen denke mitteilungen faelle grafen lynar grafen hohenau kriegsminister vorgehen kommandobehoerden falle lynar verteidigen gesucht erklaeren gesucht grafen lynar pension verabschiedet finde erklärung zufrieden graf lynar strafbaren verfehlung beschuldigt dienstlich gemeldet paragraf strafgesetzbuchs militaerstrafgesetzbuchs betracht 175 140 wovon kriegsminister sprach bedeutung strafmasses meldung angebliche verschulden erachtens ehrenrat eingreifen untersucht geschehen geschehen ist kriegsminister antwort schuldig kriegsminister erklaeren gesucht graf hohenau pension disposition gestellt erklärung ausreichend ehrengerichtliches verfahren eingeleitet prozess abwarten graf hohenau wissens ueberhaupt geklagt verlauf prozesses moltke entscheidender bedeutung grafen hohenau offiziere beschuldigt schweren verfehlung schuldig volle klarheit geschaffen glaube offiziere durften verabschiedet geklaert schuldig pensionierung meinung verstaerkt ordnung kriegsminister vollen umfange verantwortlich verantwortung kommandobehoerde kriegsminister chef verwaltung verantwortung stelle die entscheidung faellen ende militaerkabinett militaerkabinett verantwortung missstimmung uebernehmen wissens offizierskreisen besteht initiative prozesses bedurft einzugreifen enthuellungen deutschen offizierkorps erspart (sehr richtig) zweifellos faelle vorliegen groben missbrauch dienstgewalt handelt schlimmer soldaten misshandlungen (sehr richtig) schaerfer achten geschieht dingen gruendlich ende . .
36;Protokolle_1907_11_30_02;Sitzung;XII;I;;229;62;30.11.1907;1907;Max Hugo Liebermann von Sonnenberg;"Fortsetzung der ersten Beratung der Entwuerfe
a) eines Gesetzes betreffend die Feststellung
des Reichshaushaltsetats fuer das
Rechnungsjahr 1908,
b) eines Gesetzes betreffend die Feststellung
des Haushaltsetats fuer die Schutzgebiete
auf das Rechnungsjahr 1908,
c) eines Gesetzes zur Aenderung des paragraph 2
des Gesetzes betreffend die deutsche Flotte
vom 14. Juni 1900 (Reichsgesetzblatt
Seite 255) (Nr. 477, 478, 474 der Anlagen)";"moltke-harden; widernat*; hirschfeld; eulenburg; paragraph175";1939–1946;0;antisemitisch;Deutschsoziale Reformpartei;Abgeordneter;evangelisch;Weisswasser;Provinz Westpreussen;3 Kassel;"Premierlieutnant a. D.; Herausgeber und Eigentuemer der Wochenschrift ""Deutsch-soziale Blaetter"" zu Gr.-Lichterfelde";Militaer;hier S. 1945f.;auf beschaeftigt widernatuerlichen scheusslichkeiten gehe moechte betonen abgeordnete bebel konsequent gestrigen ausfuehrungen verdammte ernst scheusslichkeiten jahrelang aufhebung paragraf 175 eingetreten standpunkte erachtens schwer miteinander vereinbaren paragrafen aufheben sanktioniert gewissermassen vorkommnisse (sehr richtig rechts) laesst straffrei bedingung aufhebung paragraf 175 geschaffen verfehlungen verschickung kolonie bestraft kolonie suedsee verlegt  einwohnern verlassen aufsichtspersonal gutbezahlten kraeftigen waschstauen zusammensetzen abgeloest gefaehrdet (heiterkeit)  leicht magnus hirschfeld  studien — bedingungen aufhebung paragraf 175 kriegsministers ausserordentlich milde gestimmt harden gutglaeubigkeit bestreiten maenner urteil hoch schaetze gut glaeubigkeit zugestehen annehmen guten willen glauben staatsrettende vollbringen versuch endgueltig ausschlagen bleibt gestellt betrachtung moechte anknuepfung prozess eingehen sprechen hardenprozess sprechen wtttkowskyprozess (sehr richtig rechts) name moltke volk hochsteht schmutz gasse gezogen begreifen deutschland juden rechten nennen (sehr richtig heiterkeit rechts) sinn demnaechst neuen gerichtsverhandlung harden verurteilt witting wittkowsky leiblichen brueder (sehr richtig rechts) festhaltung familiennamens antrieb hochzuhalten bestritten juedischen mitbuerger besondere vorliebe aenderung glaube bestreben riegel gesetz vorgeschoben (sehr richtig rechts) graf moltke fuerst eulenburg furchtbare tortur durchmachen derartige prozessfuehrungen abhilfe geschaffen torturen neues politischen prozesse jahrzehnte durchzugehen denken kollegen hofprediger stoecker seinerzeit angetan neuerdings petersprozesse mutatis mutanaeis versucht reihe prozesse beweis herangezogen gewisse cliquen deutschland politisch unbequeme beschimpfungen beleidigungsklagen zwingen gericht — advokaten rechtsanwaelte taetigkeit rechte ausdruck — allerschmaehlichsten weise schmutz zerren freuen bestaetigte einschreiten strafantrage vielgenannten verteidiger verhalten bekannten prozesse reichstage parlamentarischen ausdruck qualifizieren . .
37;Protokolle_1907_12_02_01;Sitzung;XII;I;;229;63;02.12.1907;1907;Friedrich von Payer;"Fortsetzung der ersten Beratung der Entwuerfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats fuer das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats fuer die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Aenderung des paragraph 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt 
Seite 255) (Nr. 477, 478, 474 der Anlagen)";"moltke-harden; kamarilla";1960–1965;0;linksliberal;Fortschrittliche Volkspartei;Abgeordneter;evangelisch;Tuebingen;Koenigreich Wuerttemberg;6 Wuerttemberg;Rechtsanwalt;Jurist;hier S. 1960f.;zum prozess moltkeharden moechte erklaeren durchweg ausfuehrungen abgeordneten bassermann anschliessen eroeffnungen zweckmaessig einzelnen punkt zurueckzukommen verstaendlich verfahren grafen lynar eingehalten mitteilungen kriegsministers fest offiziellster weise untergebenen strafbaren handlung anzeige laiengefuehl denkbar form rechtens uebeltaeter gericht gesessen zustaendige kriegsgericht betreffende ehrengericht wirklichkeit grasen kosten deutschen volkes pensionierung begnadigt ordnungsmaessiges verfahren (sehr richtig links) allerschmerzlichste verhandlungen abgespielt unerwuenschte bereicherung unterhaltungs belehrungsstoffes bierbank familienkreise (sehr richtig) schaden form aufklaerung gott grossen menge bevoelkerung ferngelegen angestellt ist groesserer uebersehen dauernder (sehr richtig links) schuld schaden vertreter lasters sehr teil akteure verhandlungen grosser teil presse motiven reserve unmuendigen lesern zeitung schuldig auferlegt (sehr wahr links) — interessiert juristen — gezeigt verhandlungen unwiderlegliche beweis unzulaenglichkeit bestehenden strafprozessverfahrens erbracht personen prozesse versagt gesetzlich vorgeschriebenen einrichtungen seltsame schwankende verhalten staatsanwaltschaft urteil hauptsaechlich getreten rechtsempfinden schwere geschlagen glauben bevoelkerung ordnungsmaessigkeit befriedigenden zustand rechtssaetze (sehr richtig links) kamarilla schliesslich spielerei worten . .
38;Protokolle_1907_12_02_02;Sitzung;XII;I;;229;63;02.12.1907;1907;Oswald Zimmermann;"Fortsetzung der ersten Beratung der Entwuerfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats fuer das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats fuer die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Aenderung des paragraph 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt 
Seite 255) (Nr. 477, 478, 474 der Anlagen)";moltke-harden;1965–1969;0;antisemitisch;Deutschsoziale Reformpartei;Abgeordneter;katholisch;Neumarkt;Provinz Schlesien;20 Sachsen;"Publizist; Redakteur";Autor/Journalist;hier S. 1968f.;meine moechte kurzes goch hause draussen ausserordentlich staub aufgerollt prozesse hardenmoltke stimme abgeordneten payer vollkommen ueberein wahrer fluch presse einzeldarstellungen bedenklichster natur hinausgetragen lektuere geschaffen sittlicher hinsicht verwirrend wirken freue kriegsminister bestimmten erklaerungen erfolgten zeigten vielfach draussen uebertriebene vorstellungen wachgerufen dingen versprechen enthielten eisernem besen buben auskehr gehalten denken unterdruecken prozessen eigentuemliches erlebt staatsanwalt (sehr wahr mitte) privatklaeger hingehen staatsanwaelte eifrig noetig posten hause gesessen sorgend gewartet gefragt sicher eventuelles vorgehen bestimmter stelle aufgenommen wuerde schmerzlich bedauern interesse rechtsprechung (bravo deutschen reformpartei) schauspiel instanz zweiter instanz gegenteil graf moltke richterkollegium greift staatsanwalt harter dazwischen prozess unterbrochen staatsanwaltschaft eifer beseelt monden ausserordentlich vermissen widersprueche beitragen volke vertrauen rechtspflege staerken empfindungen bitter und unzufriedenheit zugute auge fasst eroerterungen presse anklagen glaube losloesen bestimmten erscheinungen gesamten literatur kulturwesen neulich abgeordneten bebel gedichte zitiert kadetten dergleichen moechte gedicht zitieren gedicht manne verschiedenen klassikern deutschen literatur gerechnet gedicht lautet berlin alten schlosse stein gemetzt weib rosse sodomitisch ergoetzt heisst erlauchte mutter ward fuerstenstamms same schlug fuerwahr fuerwahr menschlichen natur preussenkoenig merkte pferdespur brutale gelaechter gewiehr stallgedanken — oede fressen — zoll tier heinrich heine gedichtet erlaubt hohenzollernhaus schmaehlich beleidigen rentenempfaenger napoleon wiederholt vaterlaendischen gefuehl poesie prosa gesicht geschlagen (sehr richtig rechts) gedicht aeusserste geleistet moeglich erleben bestrebungen gange denkmal errichten sogenannten davidsbuendler (heiterkeit) heinedenkmal spitze sehr sehr strahlen hoefischen sonne aussetzen (hoert hoert reformpartei) fuesse kaiserlichen fruehstueckstische stecken . .
39;Protokolle_1907_12_02_03;Sitzung;XII;I;;229;63;02.12.1907;1907;Dr. phil. Eduard David;"Fortsetzung der ersten Beratung der Entwuerfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats fuer das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats fuer die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Aenderung des paragraph 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt 
Seite 255) (Nr. 477, 478, 474 der Anlagen)";"demos; eulenburg; harden; kamarilla";1969–1980;0;sozialdemokratisch;SPD;Abgeordneter;evangelisch;Ediger an der Mosel;Rheinprovinz;9 Hessen;"Schriftsteller; Publizist";Autor/Journalist;hier S. 1973f.;der kollege groeber unterstreicht sehr wahr — arbeit bestellt manne bestritten gaebe kamarilla gaebe persoenliches regiment (sehr richtig sozialdemokraten) kamarilla debatte hergezogen reichskanzler deduktionen geschlossen worten — zukunft gibts kamarilla gehoert vergangenheit na optimisten glaeubigen simpel moechte (sehr gut sozialdemokraten) glauben moechte wahres wunder kamarillen gaebe system hochinteressant reichskanzler affaere suchte bekannten notiz norddeutschen allgemeinen zeitung reichskanzler bestritten kamarilla reichskanzler versucht affaere weise herauszuziehen bemerkungen jahresfrist kamarilla rein historischer natur bestreiten kamarillen leipziger blatt sommer damaligen bemerkungen ausgelegt vorhandensein kamarillen ueberhaupt bestritten rand geschrieben unsinn dementieren oeffentlichkeit dastehen historischen dingen unwissenheit gelegt — reichskanzler reflektiert lehrstuhl geschichte deutschen universitaet einzunehmen verstanden damaligen situation dementi welt liess staatsmann historische reputation geschichtskenntnisse weise wahren suchte grunde bedenke kamarilla aktuell gekaempft oeffentlichkeit kamarilla gerichtet situation fuehlte reichskanzler veranlasst historischen irrtum richtigzustellen dementi richtigstellung situation aufgefasst reichskanzler behauptet gaebe kamarilla (sehr richtig sozialdemokraten) auslegungsmoeglichkeit staatsmann bülow verdacht historischen ignoranz (erneute zustimmung sozialdemokraten) erklärung ordentlich schwachen fuessen glaube glaube begruendung kamarilla gebe begruendung lautet folgendermassen kamarilla gehoert persoenlichkeit throne kamarilla beeinflussen laesst person kaisers schliesst kamarilla (heiterkeit sozialdemokraten) bismarck neuen kurse fungierte ausdruecklich konstatiert kamarilla liebenberg vorhanden spaetere reichskanzler fuerst hohenlohe beschaeftigt denkwuerdigkeiten sehr kamarilla fachkenner hause behauptung erfordernis kamarilla allerhoechste person beeinflussen lasse halte hinfaellig voraussetzung person merkt beeinflusst (sehr richtig sozialdemokraten) beeinflussen wusste kollege stoecker scheiterhaufen brief schrieb fuersten bismarck stuerzen schrieb allerhoechste person absicht merken laesst scheiterhaufen ringsum anzuenden sodass kaiser eigene idee verfolgen glaube wirkung — kamarillen (zurufe rechts) — grabe schatze erfahrungen fuerst hohenlohe mitte kannte pappenheimer stoecker freiherr hammerstein gehoerten erfahrungen regierungszeit jetzigen kaisers vorliegen glaube verschlaegt argument jetzigen reichskanzlers erjagt lei jetzigen kaiser gegeneinanderarbeiten cliquen kluengeln verhaengnisvoll wirken hardenprozess gezeigt sexuellen skandaloese skandaloeseste licht auswaertige politik speziell marokkoangelegenheit gefallen dingen beachtet wichtiger sexuellen kreis eulenburg kaiser auffassung frankreich friedliche politik treiben franzosenfreundlichen stimmung aggressiv gerichtete politik treiben politische gegensatz persoenlichkeit holstein hereingezogen chef reichsamts holstein oeffentlich willen gegangen aggressive haltung marokkopolitik zustimmung massgebenden suchte empfindlichen behauptung gegangen reinigen zukunft darlegte abschied eingereicht bat bestritten marokkopolitik charakter marokkopolitik einverstaendnis reichskanzler (zuruf sozialdemokraten) stundenlang konferiert schritt trifft verantwortung reichskanzler angelegenheit krieg gestanden zustand, deutsche volk beschaemend genannt . .
40;Protokolle_1907_12_03_01;Sitzung;XII;I;;229;64;03.12.1907;1907;Hermann Kreth;Fortsetzung der ersten Beratung der Entwuerfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats fuer das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats fuer die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Aenderung des paragraph 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt Seite 255) — (Nr. 477, 478, 474 der Anlagen);"demos; kamarilla; paragraph175";1989–1998;0;konservativ;Deutschkonservative Partei;Abgeordneter;evangelisch;Althof-Insterburg;Provinz Ostpreussen;4 Gumbinnen;"Landrat; Regierungsrat a. D.; Verbandsdirektor des Verbandes laendlicher Genossenschaften Raiffeisen'scher Organisation fuer Brandenburg, Pommern und beide Mecklenburg";Verwalter/Beamter;hier S. 1994;meine herr mehring jedermanns geschmack richtung 1880 1907 richtige ueberlasse beurteilung buergerlichen publikums sozialistische volksblatt kiel aeussert vortrag pastors philipps baelle — gebrauchten ausdruck wiederholen — schoen christlichsoziale bewegung besser paragraf 175 mittelalterliche gesetzesbestimmung aufhebung sicher geboten david moegliche gesprochen groll hass preussen preussen bete noire unheil preussen preussische einfluss sorgt eitel glueck freude deutschen reiche david sozialdemokratische sachverstaendige kamarillaangelegenheiten (heiterkeit) sprach sicherheit bestimmtheit fuehrende kamarilla wusste besser reichskanzler ausgesprochen kamarilla republiken monarchien eigener beobachtung kennen gelernt . .
41;Protokolle_1907_12_03_02;Sitzung;XII;I;;229;64;03.12.1907;1907;Georg Gothein;Fortsetzung der ersten Beratung der Entwuerfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats fuer das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats fuer die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Aenderung des paragraph 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt Seite 255) — (Nr. 477, 478, 474 der Anlagen);harden;1998–2008;0;linksliberal;Fortschrittliche Volkspartei;Abgeordneter;evangelisch;Neumarkt;Provinz Schlesien;2 Stralsund;"Bergrat; Syndikus; Publizist";Verwalter/Beamter;hier S. 2005;meine sicherheit reiches heer finanzen gewaehrleistet friede erhalten dingen gesichert ausland vertrauen politik reiches sehr bedauerlich — vogelstrausspolitik treiben — vertrauen starkes welt misstrauen betrachtet reden saebelrasselnden reden rekrutenvereidigungen ernst ausland ueberzeugt tragisch harmlos beliebt — jahresfrist hingewiesen — innere politik auslande unbeliebt macht (sehr richtig links) gelten auslande guten teil recht polizeistaat staat gewalt erlauben staaten erlauben beliebt marokkohandel ursache sprechen ueberhaupt eingehe abgeordnete david geglaubt hardenprozess bedeutsame enthuellungen marokkoaffaere entnehmen gestehen lektuere verhandlungen eindruck sehr missvergnuegter emeritierter diplomat gelegenheit raechen anzuhaengen glaube falsch unterrichtet behauptung ausspreche (hoert hoert links) bereits herausgestellt menge schwerwiegende politische fakta behauptet tatsaechliche irrtuemer ernst sympathie auslandes fehlt laender erworben beruht freiheitlichen politik gefehlt macht gewaltpolitik innern politik innern gefuehrt glaubt ausland bereit macht gewaltpolitik aussen fuehren . .
42;Protokolle_1907_12_03_03;Sitzung;XII;I;;229;64;03.12.1907;1907;Dr. phil. Hermann Paasche ;Fortsetzung der ersten Beratung der Entwuerfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats fuer das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats fuer die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Aenderung des paragraph 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt Seite 255) — (Nr. 477, 478, 474 der Anlagen);moltke-harden;2008–2015;0;nationalliberal;Nationalliberale Partei;Abgeordneter;evangelisch;Burg;Provinz Sachsen;4 Koblenz;"Lehrer; Privatdozent; Professor; Landwirt";Lehrer/Professor;hier S. 2014f.;ich schluss sehr ernsthaftes thema vielbesprochenen prozess moltkeharden erklaerungen kriegsministers hierzu veranlassung sehr offene vornehme darlegung verhaeltnisse seitens kriegsministers ruecksichtslose verurteilung all schaendlichkeiten anerkennen prozess aufgedeckt befriedigen aeusserungen einzelnen reihe grundsaetzlicher seitens mitgliedes bundesrats beantwortet freund bassermann gutachten wissenschaftlicher autoritaeten verlesen unerhoerte recht „ungesetzliche verfahren wiederaufnahme prozesses seitens staatsanwaltschaft erwidert erregen aehnliche erwaehnte faelle volk tiefer feiten verbuendeten regierungen kollege kreth anzunehmen scheinen faelle kollege bassermann angefuehrt hat angefuehrt voller zustimmung fraktion hoffe nachher persoenlichen bemerkung abgeordneten kreth wenden gefragt graf lynar gerichtliches verfahren pension verabschiedet sittlichen verfehlungen untergebene offenbar — grafen hohenau pension disposition gestellt kriegsgerichtlich vorgegangen antwort kriegsministers befriedigend spreche worte kriegsminister sprach grosser vornehmen wesen ehre machender erregung buben zivilkreisen unsittlichen angriffe soldaten richteten „pervers veranlagten zivilpublikums — zivilpublikum unterstrichen — sprach „mit eisernem besen auszu kehren schloss worten „wenn armee derartige lebhafter zustimmung hauses kamen entschuldigungen fluechtig fremde weilenden stark kompromittierten offiziere (sehr richtig links) moeglich schuldig erwiesen „der einzige zeuge einzige belastungszeuge bollhardt weiss dingen bollhardt bekannt klingt einzige zeuge recht zweifelhafter glaube kriegsminister wissen einzige zeuge daraufhindeutete beteiligt aussergewoehnliche einzelne faelle bedaure kriegsminister sprach unterrichtet 24 stunden potsdam kriegsgerichtlichen untersuchungsverfahren ausgesagt wusste kriegsgerichtlichen untersuchungsrichter briefe grafen lynar hohenan  bollhardt vorgelegt briefe grafen hohenau geschrieben wilhelmshoehe koenigskrone vordruck schloss wilhelmshoehe gesandt (hoert hoert links) geld zugesprochen weiss briefe tasche tisch hauses niederlegen bildnis grafen hohenau andenken manne geweiht stolzen uniform gardekuerassiere (bewegung lebhafte zurufe hoert hoert) meine kriegsminister rechtzeitig pflichtgemaess gemeldet sicherheit „erwiesen sodann moechte erinnern merkwuerdigerweise besprechung hause vergessen prozess major ernst huelsen platzmajor berlin repraesentant garnison eid aussagen schwer pflichttreuen offizier vorgesetzten auszusagen verfehlungen vergehungen grafen lynar hohenau armee bekannt (sehr richtig links) zugeben verfehlungen grafen kuno moltke nachsagte oeffentlicher gerichtsverhandlung eid vornehmen offizier ausgesprochen daraufhin richter beweiserhebung eingestellt meinte beweis wahrheit seitens angeklagten erbracht kriegsminister gardekavallerieoffizieren nennen bereits vorher verfahren graf hohenau eingeleitet mitteilung (hoert hoert links) kriegsminister erklaeren vollauf glaube all armee bekannt bedaure irrtum gelassen garderegimentern berlin zynischen liedern veranlassung jungen kennen leise graf kuno moltke liebesmahl zimmer trat all bekannt (hoert hoert links) bedaure aufrichtig moechte kriegsminister lauteren geraden sinn — betone ausdruecklich — hochschaetzen geringsten vorwurf moechte meinung aufkommen gerichte halt hochgeborenen gardeoffizieren fluegeladjudanten majestaet kaisers wahrheit gerechtigkeit (lebhaftes bravo links) gleiches recht (wiederholtes lebhaftes bravo links) „zukunft schwere verfehlungen hindeuten — maenner perversen neigungen unmittelbare majestaet kaisers gehoeren verfasser steinigen mut schaeden aufzudecken ekelhaft geheilt erkannt oberste tugend kulturstaate gerechtigkeit moege falle geltung zweifel volke hoch niedrig (jedes gleichem masse gemessen (lebhaftes bravo) . .
43;Protokolle_1907_12_03_04;Sitzung;XII;I;;229;64;03.12.1907;1907;Wilhelm Lattmann ;Fortsetzung der ersten Beratung der Entwuerfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats fuer das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats fuer die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Aenderung des paragraph 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt Seite 255) — (Nr. 477, 478, 474 der Anlagen);"demos; harden";2017–2019;0;antisemitisch;Deutschsoziale Reformpartei;Abgeordneter;evangelisch;Goettingen;Provinz Hannover;2 Kassel;"Amtsgerichtsrat; Amtsrichter";Jurist;hier S. 2017;wenn abgeordnete paasche schwerwiegende material prozess harden tasche ansicht pflicht material herauszog kriegsminister vorzulegen (stuermischer beifall rechts — grosse unruhe widerspruch links) ritterlichkeit kriegsministers anerkennt moeglichkeit sofortigen antwort interesse kriegsministers militaerverwaltung wahren interesse volkes (zustimmung rechts) sofortige antwort duerften vorwuerfe erhoben hinausgehen kriegsminister schuld gewusst oeffentlichkeit vorwuerfe aufgefasst (zustimmung rechts — widerspruch links) fern anzunehmen familienruecksichten vorbringen materials beigetragen (sehr richtig rechts lachen links) suche umsonst vorgehens glaube richtiger kriegsminister moeglichkeit sofortigen antwort — glaube gesamte reichstag — klarheit ruecksichtsloses vorgehen moegen schuldigen abgeordnete paasche mitgeteilt seitens nationalliberalen partei tiefste verurteilt  richtig kriegsminister weise abgeordnete bebel prozess harden beruehrt lobte hinzuweisen widrigen sozialdemokratie broschueren sozialdemokratischen agitationsverbandes oeffentlichkeit insbesondere prozess ausnutzt grundsaetze sozialdemokratie festnageln volksblatt anhalt genosse herrlinger hass gesaet niedrigsten instinkte arbeitern geweckt bringt vorwaerts arbeiterschaft sozialdemokratischen agitatoren redakteure deutsche arbeiterschaft wecken niedrigsten instinkte — besorgen presse kleines beispiel leiter streiks berliner elektroindustrie paul pawlovitsch 28 neuen gesellschaft aussperrung arbeiter geschrieben elektroindustrie tausenderlei aeusserst teure maschinen werkzeuge arbeitern bedient huete brutale maechtanwendung rache vergeltungsinstinkt wecken furchtbar raechen kurzsichtiges herrentum mutwillig protzig suendigt (hoert! hoert! rechts.) aufforderung gewalt aufforderung anarchistischen (sehr richtig! rechts.) abgeordnete david muehe wehren vorwurf reichskanzlers sozialdemokratie wedle schweif koenig demos . .
44;Protokolle_1907_12_03_05;Sitzung;XII;I;;229;64;03.12.1907;1907;Ernst Bassermann;Fortsetzung der ersten Beratung der Entwuerfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats fuer das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats fuer die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Aenderung des paragraph 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt Seite 255) — (Nr. 477, 478, 474 der Anlagen);harden;2019–2020;0;nationalliberal;Nationalliberale Partei;Abgeordneter;evangelisch;Wolfach;Grossherzogtum Baden;10 Liegnitz;"Rechtsanwalt und Stadtrat; Premierlieutnant der Landwehr-Kavallerie; Rittmeister";Militaer;hier S. 2020;ich falle harden aeusserungen juristischen autoritaeten mitgeteilt verfahren staatsanwalt falle einzuschlagen beliebt kassation instanz vollstaendigen wiederholung fuehrt ungesetzlich sinne strafprozessordnung bezeichnen verfehlungen obersten gaedke gesprochen gerichten viermal freigesprochen schuld zugeschriebenen fuehrung oberstentitels fuenftes gericht ansicht gerichte erkennen fuenftes gericht mindesten gefaengnismauern stecken (sehr wahr! sonnenklar entspricht juristischen empfinden dingen menschlicher billigkeit wiederholen (bravo! nationalliberalen.) liebknecht anlangt ausdruecklich erklaert widerspruch sozialdemokratischen fraktion verurteilung liebknechts richtig erachte liebknecht recht bestraft ausgefuehrt falle liebknecht staatsanwalt strafantrage widerspruch gesetzt empfinden juristenwelt reichsgericht . .
45;Protokolle_1907_12_03_06;Sitzung;XII;I;;229;64;03.12.1907;1907;Dr. phil. Hermann Paasche;Fortsetzung der ersten Beratung der Entwuerfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats fuer das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats fuer die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Aenderung des paragraph 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt Seite 255) — (Nr. 477, 478, 474 der Anlagen);harden;2021–2022;0;nationalliberal;Nationalliberale Partei;Abgeordneter;evangelisch;Burg;Provinz Sachsen;4 Koblenz;"Lehrer; Privatdozent; Professor; Landwirt";Lehrer/Professor;hier S. 2021;sodann hinzufuegen schluss sitzung kriegsminister persoenlich gesprochen falle harden bemerkt exzellenz einverstanden zurueckkommen (hoert hoert nationalliberalen) glaube begriffen abgeordneten lattmann parlamentarischen anstand gewahrt verbitte regeln richtung . .
